date,temperature_2m,relative_humidity_2m,wind_speed_10m
2024-07-18 00:00:00+00:00,20.0,64.0,0.9
2024-07-18 01:00:00+00:00,20.0,64.0,0.9
2024-07-18 02:00:00+00:00,18.888889,78.0,0.4
2024-07-18 03:00:00+00:00,17.777778,83.0,0.9
2024-07-18 04:00:00+00:00,17.222222,88.0,0.9
2024-07-18 05:00:00+00:00,17.222222,88.0,0.9
2024-07-18 06:00:00+00:00,18.888889,78.0,0.9
2024-07-18 07:00:00+00:00,20.0,73.0,0.9
2024-07-18 08:00:00+00:00,21.111111,68.0,1.3
2024-07-18 09:00:00+00:00,22.777778,65.0,0.9
2024-07-18 10:00:00+00:00,23.888889,61.0,2.2
2024-07-18 11:00:00+00:00,26.111111,51.0,0.9
2024-07-18 12:00:00+00:00,26.111111,47.0,2.7
2024-07-18 13:00:00+00:00,27.222222,42.0,1.3
2024-07-18 14:00:00+00:00,27.222222,45.0,2.2
2024-07-18 15:00:00+00:00,27.777778,39.0,1.3
2024-07-18 16:00:00+00:00,27.222222,42.0,1.3
2024-07-18 17:00:00+00:00,27.222222,45.0,3.1
2024-07-18 18:00:00+00:00,26.111111,51.0,2.7
2024-07-18 19:00:00+00:00,25.0,54.0,1.3
2024-07-18 20:00:00+00:00,22.777778,65.0,1.3
2024-07-18 21:00:00+00:00,22.777778,65.0,0.4
2024-07-18 22:00:00+00:00,22.222222,69.0,0.9
2024-07-19 23:00:00+00:00,22.222222,60.0,2.2
2024-07-19 00:00:00+00:00,22.222222,64.0,1.3
2024-07-19 01:00:00+00:00,18.888889,68.0,2.7
2024-07-19 02:00:00+00:00,18.888889,68.0,0.9
2024-07-19 03:00:00+00:00,18.888889,68.0,0.9
2024-07-19 04:00:00+00:00,17.222222,82.0,0.9
2024-07-19 05:00:00+00:00,17.777778,77.0,1.3
2024-07-19 06:00:00+00:00,20.0,68.0,1.3
2024-07-19 07:00:00+00:00,21.111111,64.0,3.1
2024-07-19 08:00:00+00:00,22.777778,57.0,3.6
2024-07-19 09:00:00+00:00,23.888889,50.0,3.6
2024-07-19 10:00:00+00:00,25.0,47.0,2.7
2024-07-19 11:00:00+00:00,26.111111,47.0,2.7
2024-07-19 12:00:00+00:00,26.111111,42.0,2.2
2024-07-19 13:00:00+00:00,27.222222,42.0,2.7
2024-07-19 14:00:00+00:00,27.777778,39.0,1.3
2024-07-19 15:00:00+00:00,27.777778,37.0,3.1
2024-07-19 16:00:00+00:00,27.222222,39.0,3.6
2024-07-19 17:00:00+00:00,27.222222,42.0,3.1
2024-07-19 18:00:00+00:00,26.111111,44.0,3.6
2024-07-19 19:00:00+00:00,25.0,47.0,3.1
2024-07-19 20:00:00+00:00,22.777778,57.0,2.2
2024-07-19 21:00:00+00:00,21.111111,64.0,2.7
2024-07-19 22:00:00+00:00,21.111111,64.0,2.2
2024-07-20 23:00:00+00:00,17.777778,77.0,2.2
2024-07-20 00:00:00+00:00,17.222222,82.0,0.4
2024-07-20 01:00:00+00:00,17.222222,77.0,0.4
2024-07-20 02:00:00+00:00,15.0,88.0,2.2
2024-07-20 03:00:00+00:00,15.0,88.0,0.9
2024-07-20 04:00:00+00:00,15.0,88.0,0.4
2024-07-20 05:00:00+00:00,15.0,94.0,2.2
2024-07-20 06:00:00+00:00,18.888889,73.0,0.4
2024-07-20 07:00:00+00:00,20.0,68.0,3.1
2024-07-20 08:00:00+00:00,21.111111,68.0,2.7
2024-07-20 09:00:00+00:00,22.777778,61.0,2.2
2024-07-20 10:00:00+00:00,25.0,54.0,2.7
2024-07-20 11:00:00+00:00,26.111111,42.0,3.6
2024-07-20 12:00:00+00:00,26.111111,47.0,3.6
2024-07-20 13:00:00+00:00,26.111111,44.0,2.7
2024-07-20 14:00:00+00:00,27.222222,39.0,3.1
2024-07-20 15:00:00+00:00,26.111111,42.0,2.7
2024-07-20 16:00:00+00:00,26.111111,47.0,2.7
2024-07-20 17:00:00+00:00,26.111111,42.0,3.1
2024-07-20 18:00:00+00:00,25.0,47.0,2.2
2024-07-20 19:00:00+00:00,25.0,50.0,1.3
2024-07-20 20:00:00+00:00,21.111111,68.0,0.9
2024-07-20 21:00:00+00:00,18.888889,78.0,2.2
2024-07-20 22:00:00+00:00,20.0,68.0,2.2
